,FIPS Code,State,"Percent of adults with less than a high school diploma, 2015-19","Percent of adults with a high school diploma only, 2015-19","Percent of adults completing some college or associate's degree, 2015-19","Percent of adults with a bachelor's degree or higher, 2015-19"
2249,51021,VA,11.4,42.4,32.0,14.2
2250,51037,VA,16.8,40.4,31.9,10.9
2251,51091,VA,11.5,38.7,27.3,22.5
2252,51105,VA,23.3,34.5,31.1,11.2
2253,51141,VA,19.8,34.8,30.2,15.2
2254,53023,WA,5.6,27.9,42.1,24.5
2255,53043,WA,7.3,29.3,38.4,25.1
2256,54007,WV,19.6,46.3,19.2,14.9
2257,54013,WV,19.5,46.7,21.6,12.2
2258,54063,WV,15.5,49.4,19.8,15.3
2259,54065,WV,14.1,40.4,28.6,17.0
2260,54071,WV,18.6,51.3,16.1,14.1
2261,54073,WV,10.9,50.7,26.8,11.6
2262,54085,WV,15.4,51.0,22.3,11.3
2263,54087,WV,20.9,43.5,22.5,13.1
2264,54093,WV,12.2,46.8,21.6,19.4
2265,54109,WV,19.8,48.7,22.2,9.3
2266,55065,WI,9.2,40.5,31.4,18.8
2267,55077,WI,10.9,40.9,33.1,15.1
2268,72083,PR,45.6,27.3,10.5,16.6
2269,72093,PR,48.2,31.1,12.7,8.0
2270,2110,AK,3.6,21.6,36.4,38.4
2271,2130,AK,7.2,29.7,37.8,25.3
2272,4009,AZ,14.7,28.7,41.4,15.2
2273,5005,AR,11.3,36.3,34.5,17.9
2274,5009,AR,12.6,33.4,37.9,16.1
2275,5013,AR,15.8,44.7,28.1,11.4
2276,5019,AR,10.0,30.2,33.1,26.6
2277,5027,AR,14.1,41.7,24.5,19.6
2278,5063,AR,14.0,37.6,30.9,17.5
2279,5101,AR,13.5,35.4,30.6,20.5
2280,5103,AR,14.0,41.6,30.0,14.5
2281,5115,AR,15.5,35.2,26.5,22.8
2282,5139,AR,15.1,35.5,28.3,21.1
2283,6015,CA,19.9,31.0,34.2,14.8
2284,6023,CA,9.5,22.2,37.9,30.4
2285,6035,CA,16.8,34.5,35.7,12.9
2286,8037,CO,11.7,15.2,25.9,47.2
2287,8045,CO,11.9,27.0,30.1,31.0
2288,8075,CO,10.4,33.7,35.6,20.2
2289,8081,CO,11.3,38.8,32.4,17.6
2290,8097,CO,3.1,17.0,19.1,60.8
2291,8107,CO,3.2,20.2,26.8,49.8
2292,8117,CO,7.1,18.0,22.6,52.4
2293,13017,GA,16.5,45.3,27.0,11.2
2294,13069,GA,24.3,37.2,25.5,13.0
2295,13141,GA,25.8,43.1,22.4,8.6
2296,13167,GA,24.9,45.9,20.1,9.1
2297,13175,GA,14.1,43.1,26.5,16.2
2298,13209,GA,18.3,38.1,27.7,16.0
2299,13257,GA,17.9,38.6,22.4,21.0
2300,13277,GA,18.1,34.7,29.1,18.1
2301,13279,GA,19.9,37.5,26.4,16.2
2302,13299,GA,18.6,39.2,27.0,15.2
2303,15001,HI,7.7,30.2,32.7,29.4
2304,15007,HI,7.5,30.0,33.3,29.2
2305,16013,ID,11.3,25.6,27.8,35.4
2306,16025,ID,6.7,43.2,33.9,16.3
2307,16031,ID,16.4,29.8,35.3,18.6
2308,16053,ID,22.8,30.6,30.5,16.1
2309,16063,ID,23.4,33.3,33.1,10.3
2310,16067,ID,20.8,32.1,33.0,14.1
2311,16081,ID,6.2,16.6,36.2,41.0
2312,16083,ID,12.9,27.2,39.3,20.6
2313,17001,IL,7.5,35.4,32.1,25.0
2314,17011,IL,9.2,36.6,33.6,20.6
2315,17029,IL,8.6,30.5,34.9,26.0
2316,17035,IL,9.4,40.1,35.1,15.4
2317,17049,IL,6.9,35.8,34.5,22.7
2318,17067,IL,6.6,36.6,35.9,21.0
2319,17071,IL,8.8,41.7,31.2,18.3
2320,17081,IL,12.6,30.6,38.9,17.9
2321,17109,IL,6.4,31.2,30.1,32.2
2322,17127,IL,13.2,33.6,39.3,13.9
2323,17171,IL,6.5,47.7,29.9,15.8
2324,18027,IN,26.2,34.0,26.6,13.2
2325,18037,IN,10.7,38.3,27.2,23.7
2326,18083,IN,11.3,35.8,36.0,16.9
2327,18151,IN,8.9,39.6,29.8,21.8
2328,18177,IN,13.5,37.3,30.9,18.2
2329,19021,IA,21.6,30.3,28.4,19.7
2330,19033,IA,7.3,30.6,38.5,23.6
2331,19041,IA,6.4,34.4,36.4,22.7
2332,19051,IA,16.9,32.5,31.1,19.5
2333,19057,IA,8.0,33.5,38.4,20.1
2334,19059,IA,4.0,26.3,36.2,33.6
2335,19101,IA,6.8,28.0,33.7,31.5
2336,19111,IA,7.0,40.8,35.7,16.4
2337,19123,IA,7.8,39.6,30.6,22.0
2338,19179,IA,11.9,34.9,34.4,18.8
2339,19187,IA,9.5,33.9,36.7,19.9
2340,19195,IA,6.7,36.4,39.4,17.5
2341,20009,KS,10.5,32.0,36.6,20.9
2342,20051,KS,6.7,26.9,30.1,36.3
2343,20055,KS,29.0,22.2,31.8,17.1
2344,20057,KS,26.4,25.3,30.6,17.7
2345,20093,KS,24.1,32.4,28.8,14.7
2346,20099,KS,10.2,31.8,39.3,18.7
2347,20113,KS,8.7,27.9,35.4,28.0
2348,20125,KS,11.2,29.2,40.1,19.5
2349,20143,KS,5.1,35.4,35.1,24.5
2350,20169,KS,8.5,30.1,34.1,27.3
2351,20175,KS,33.7,28.7,26.6,11.0
2352,21007,KY,12.8,36.4,34.8,15.9
2353,21013,KY,30.4,38.5,22.0,9.2
2354,21021,KY,12.9,33.5,28.5,25.2
2355,21035,KY,10.5,32.1,28.9,28.5
2356,21075,KY,20.9,37.4,28.2,13.4
2357,21083,KY,12.6,39.5,30.6,17.4
2358,21107,KY,13.3,40.4,29.8,16.5
2359,21121,KY,26.5,38.0,21.3,14.2
2360,21125,KY,18.9,39.1,27.5,14.4
2361,21137,KY,20.1,42.7,24.2,13.0
2362,21139,KY,16.2,43.6,28.3,11.8
2363,21145,KY,9.5,31.4,34.9,24.2
2364,21165,KY,22.6,44.7,21.5,11.2
2365,21169,KY,24.4,38.6,24.0,13.0
2366,21199,KY,17.2,35.7,30.7,16.5
2367,21203,KY,21.6,43.4,23.6,11.4
2368,21217,KY,12.9,39.2,28.3,19.6
2369,21235,KY,18.6,36.9,24.1,20.4
2370,22029,LA,19.8,40.8,25.3,14.1
2371,22115,LA,13.2,40.2,29.0,17.5
2372,25007,MA,5.2,23.6,26.3,44.9
2373,26007,MI,8.1,33.7,40.2,18.0
2374,26019,MI,6.7,31.2,31.8,30.3
2375,26033,MI,10.0,34.1,34.7,21.2
2376,26041,MI,5.9,33.8,39.4,21.0
2377,26043,MI,5.0,33.2,36.1,25.7
2378,26055,MI,4.8,24.0,35.2,36.0
2379,26061,MI,7.2,33.1,27.1,32.6
2380,26079,MI,12.7,42.1,33.3,11.9
2381,26083,MI,3.6,35.4,29.0,32.0
2382,26089,MI,4.3,21.6,29.3,44.7
2383,26103,MI,5.0,30.9,31.1,32.9
2384,26105,MI,7.9,34.5,34.6,23.1
2385,26109,MI,7.5,42.5,33.7,16.3
2386,26113,MI,10.5,41.9,33.6,14.0
2387,26165,MI,10.4,36.4,34.9,18.2
2388,27007,MN,7.9,27.8,35.2,29.2
2389,27021,MN,7.8,32.3,36.7,23.2
2390,27047,MN,11.2,35.0,36.6,17.1
2391,27083,MN,8.0,31.7,34.2,26.1
2392,27105,MN,23.7,31.3,29.6,15.3
2393,27147,MN,7.5,33.7,32.9,26.0
2394,28001,MS,22.1,33.0,27.4,17.4
2395,28003,MS,18.7,32.2,32.0,17.1
2396,28011,MS,22.2,24.9,29.4,23.6
2397,28015,MS,19.8,35.4,32.5,12.2
2398,28023,MS,17.1,39.4,31.0,12.5
2399,28027,MS,20.5,25.2,37.9,16.5
2400,28043,MS,19.2,27.8,31.6,21.3
2401,28057,MS,20.9,31.1,34.8,13.2
2402,28061,MS,15.8,38.5,30.6,15.1
2403,28069,MS,17.9,38.3,29.1,14.7
2404,28075,MS,15.5,27.5,37.3,19.7
2405,28081,MS,16.4,25.9,33.3,24.4
2406,28083,MS,18.4,38.2,25.0,18.5
2407,28087,MS,14.0,32.0,30.6,23.4
2408,28105,MS,9.3,21.7,26.4,42.6
2409,28115,MS,23.5,29.1,29.3,18.1
2410,28133,MS,25.1,32.2,27.3,15.4
2411,28151,MS,21.2,32.3,28.6,17.9
2412,29001,MO,9.9,34.4,24.6,31.0
2413,29023,MO,17.0,37.3,32.3,13.3
2414,29045,MO,13.7,43.5,30.0,12.8
2415,29069,MO,23.7,38.2,24.2,13.8
2416,29091,MO,13.0,38.9,30.1,18.0
2417,29111,MO,11.5,45.9,29.0,13.6
2418,29127,MO,12.0,37.0,28.7,22.4
2419,29161,MO,11.7,30.4,28.7,29.1
2420,29169,MO,7.2,27.5,37.1,28.3
2421,29173,MO,10.3,49.0,25.9,14.9
2422,29197,MO,12.4,46.2,28.7,12.6
2423,30029,MT,5.3,29.4,34.3,31.0
2424,30031,MT,3.2,17.8,28.9,50.1
2425,30043,MT,5.7,26.5,32.8,35.0
2426,30049,MT,4.4,23.6,32.0,40.1
2427,30093,MT,7.5,32.0,33.3,27.2
2428,31007,NE,3.0,25.6,48.1,23.3
2429,31047,NE,22.0,31.6,30.6,15.8
2430,31073,NE,7.0,27.5,35.9,29.5
2431,31099,NE,3.6,29.2,40.6,26.7
2432,31111,NE,6.5,28.5,41.8,23.2
2433,31113,NE,6.0,30.1,44.2,19.6
2434,31117,NE,10.8,23.8,43.3,22.0
2435,31119,NE,9.6,30.4,37.0,23.0
2436,31139,NE,4.6,33.3,39.0,23.2
2437,31141,NE,11.1,29.8,37.4,21.8
2438,31157,NE,12.0,28.7,36.4,22.9
2439,31165,NE,6.8,29.4,33.2,30.6
2440,31167,NE,6.3,31.6,44.2,17.8
2441,32007,NV,13.7,32.8,37.0,16.6
2442,32011,NV,5.4,47.4,38.4,8.8
2443,32013,NV,17.6,30.8,34.8,16.8
2444,33007,NH,12.2,39.0,30.6,18.2
2445,33009,NH,7.2,26.5,25.7,40.6
2446,33019,NH,8.8,36.4,26.7,28.1
2447,35005,NM,21.8,27.7,32.5,18.0
2448,35009,NM,18.1,26.7,36.0,19.2
2449,35015,NM,15.6,36.6,31.6,16.2
2450,35017,NM,12.5,26.5,32.2,28.8
2451,35025,NM,25.7,31.5,29.2,13.6
2452,35031,NM,22.8,34.4,31.4,11.4
2453,35041,NM,20.0,28.1,28.0,23.9
2454,35055,NM,9.9,28.2,33.2,28.7
2455,36019,NY,12.4,37.7,27.1,22.9
2456,36033,NY,12.6,37.7,30.6,19.1
2457,36077,NY,8.3,31.3,29.4,31.1
2458,37131,NC,19.6,38.5,28.1,13.8
2459,37153,NC,19.1,32.2,33.0,15.7
2460,37177,NC,26.0,36.5,27.0,10.6
2461,37189,NC,9.2,20.7,27.8,42.2
2462,38049,ND,9.2,33.6,35.7,21.4
2463,38075,ND,4.7,34.1,41.1,20.1
2464,38089,ND,9.5,32.1,35.9,22.4
2465,38093,ND,9.1,33.8,33.4,23.7
2466,38101,ND,6.3,30.0,34.4,29.3
2467,38105,ND,9.5,27.1,39.9,23.6
2468,39079,OH,16.5,42.1,26.9,14.5
2469,39107,OH,7.9,45.3,28.5,18.3
2470,40009,OK,14.5,36.2,32.5,16.8
2471,40019,OK,12.0,36.7,30.8,20.5
2472,40039,OK,12.3,31.1,31.7,24.8
2473,40047,OK,12.1,36.2,28.8,22.9
2474,40065,OK,14.9,26.9,34.8,23.3
2475,40071,OK,13.2,32.4,35.5,18.9
2476,40121,OK,13.0,38.2,32.7,16.1
2477,40123,OK,10.8,32.9,28.2,28.2
2478,40139,OK,27.7,25.7,24.5,22.1
2479,40153,OK,12.3,39.9,28.4,19.4
2480,41011,OR,11.2,30.2,40.9,17.8
2481,41015,OR,9.7,27.4,38.3,24.6
2482,41035,OR,11.9,31.0,37.1,20.0
2483,41041,OR,8.5,27.3,39.3,24.9
2484,41061,OR,7.3,32.2,36.0,24.5
2485,42083,PA,8.2,47.5,25.4,18.9
2486,42109,PA,13.4,45.6,21.3,19.8
2487,46005,SD,15.7,34.0,29.8,20.5
2488,46011,SD,5.0,25.2,29.5,40.3
2489,46013,SD,7.0,31.6,32.0,29.4
2490,46029,SD,8.5,36.5,33.6,21.5
2491,46035,SD,7.9,31.1,34.5,26.5
2492,46045,SD,6.9,34.5,32.3,26.3
2493,46065,SD,7.8,27.3,30.3,34.7
2494,46117,SD,5.1,30.6,32.2,32.1
2495,46119,SD,4.4,33.7,36.9,25.0
2496,46135,SD,9.1,35.4,29.8,25.7
2497,47045,TN,16.1,38.8,28.9,16.1
2498,47079,TN,14.1,45.6,23.9,16.5
2499,47127,TN,14.1,39.9,23.3,22.7
2500,47131,TN,16.5,44.8,23.4,15.3
2501,47133,TN,19.4,46.7,21.2,12.8
2502,47183,TN,14.9,38.9,24.6,21.6
2503,48001,TX,18.7,38.9,31.8,10.6
2504,48005,TX,18.1,31.6,33.4,16.9
2505,48049,TX,12.8,36.3,31.8,19.1
2506,48115,TX,30.1,32.3,23.4,14.2
2507,48171,TX,11.0,29.9,26.8,32.2
2508,48261,TX,73.6,20.2,5.2,1.0
2509,48277,TX,15.7,33.1,32.5,18.7
2510,48323,TX,40.5,22.6,24.2,12.7
2511,48341,TX,32.7,26.2,26.9,14.3
2512,48347,TX,17.1,28.6,29.8,24.5
2513,48389,TX,30.3,32.7,24.8,12.3
2514,48415,TX,21.3,34.3,28.1,16.2
2515,48449,TX,23.3,33.4,26.9,16.3
2516,48455,TX,16.9,35.9,34.3,12.9
2517,48465,TX,31.8,24.4,25.4,18.4
2518,49007,UT,8.4,27.1,47.3,17.1
2519,49047,UT,14.3,34.9,35.0,15.8
2520,50009,VT,13.2,46.0,24.7,16.2
2521,50017,VT,8.2,36.2,26.6,29.1
2522,50027,VT,6.6,29.1,26.1,38.2
2523,51051,VA,22.6,38.5,28.1,10.7
2524,51185,VA,18.3,36.5,30.3,14.9
2525,51195,VA,24.1,29.7,31.3,15.0
2526,51720,VA,16.0,24.0,37.3,22.8
2527,53009,WA,7.5,26.3,38.8,27.4
2528,53025,WA,23.3,27.2,31.8,17.7
2529,54017,WV,18.0,43.7,21.2,17.1
2530,54033,WV,11.2,38.6,26.9,23.3
2531,54083,WV,14.5,48.5,19.7,17.3
2532,55037,WI,6.9,37.6,35.5,19.9
2533,56005,WY,7.1,35.6,38.4,18.9
2534,56013,WY,7.9,29.7,38.1,24.3
2535,56033,WY,4.7,25.6,38.7,31.0
2536,56037,WY,7.2,33.0,37.2,22.5
2537,56039,WY,4.8,14.9,23.3,57.0
2538,56041,WY,7.3,41.5,35.2,16.0
2539,4011,AZ,11.9,34.7,39.8,13.5
2540,5011,AR,19.0,41.3,25.4,14.3
2541,5017,AR,19.2,38.1,26.8,15.9
2542,5021,AR,17.5,41.9,28.0,12.6
2543,5049,AR,14.4,35.8,37.5,12.2
2544,5071,AR,21.1,40.7,22.9,15.4
2545,5077,AR,24.2,40.4,24.7,10.7
2546,5095,AR,21.1,41.3,24.9,12.7
2547,5099,AR,9.6,43.0,32.8,14.6
2548,5121,AR,17.1,36.1,32.9,13.8
2549,5135,AR,16.5,40.9,32.4,10.2
2550,5137,AR,18.8,34.9,32.4,13.9
2551,13001,GA,25.1,38.7,26.4,9.8
2552,13005,GA,17.9,42.4,29.2,10.5
2553,13043,GA,22.7,37.3,27.0,13.0
2554,13107,GA,21.4,40.8,24.7,13.0
2555,13155,GA,18.5,40.2,26.1,15.1
2556,13161,GA,20.7,38.7,30.3,10.3
2557,13283,GA,26.3,40.8,20.5,12.4
2558,13303,GA,18.7,44.7,24.3,12.3
2559,13309,GA,19.2,50.5,16.8,13.6
2560,16021,ID,8.2,42.7,29.3,19.8
2561,16047,ID,20.9,35.0,26.9,17.2
2562,17015,IL,8.8,38.1,33.5,19.5
2563,17025,IL,12.0,38.6,34.4,15.0
2564,17033,IL,15.0,28.6,39.4,17.1
2565,17065,IL,12.9,34.9,35.2,17.0
2566,17079,IL,10.2,39.1,34.1,16.6
2567,17101,IL,15.1,34.7,35.3,14.9
2568,17149,IL,11.3,38.7,32.2,17.8
2569,17169,IL,10.6,35.6,33.4,20.4
2570,17191,IL,12.1,34.9,37.7,15.4
2571,18049,IN,12.2,40.6,31.3,15.8
2572,18101,IN,11.9,42.7,31.6,13.7
2573,19007,IA,9.8,36.5,37.3,16.3
2574,19063,IA,9.3,32.8,39.0,18.8
2575,19067,IA,9.9,35.4,34.9,19.8
2576,19069,IA,8.9,35.9,37.2,18.0
2577,19081,IA,6.7,36.3,33.2,23.8
2578,19091,IA,7.2,37.0,34.6,21.2
2579,19131,IA,8.2,38.4,34.3,19.0
2580,19135,IA,12.3,39.1,31.3,17.4
2581,19141,IA,7.9,39.9,33.5,18.8
2582,19143,IA,11.6,36.6,34.0,17.9
2583,19147,IA,7.3,29.2,38.0,25.5
2584,19157,IA,6.1,37.9,29.9,26.1
2585,19189,IA,7.6,34.1,36.6,21.8
2586,19197,IA,7.6,36.9,38.2,17.2
2587,20029,KS,7.0,31.6,37.4,24.0
2588,20041,KS,8.5,33.2,35.4,22.9
2589,20053,KS,8.4,34.3,37.8,19.5
2590,20067,KS,23.0,25.9,36.2,14.9
2591,20133,KS,9.2,32.5,40.1,18.1
2592,20145,KS,9.4,33.1,38.0,19.6
2593,20159,KS,8.4,29.3,39.5,22.8
2594,20167,KS,11.9,27.2,37.7,23.1
2595,20171,KS,15.6,27.0,32.4,25.1
2596,20189,KS,21.8,25.8,38.7,13.7
2597,21001,KY,20.4,39.0,24.9,15.7
2598,21033,KY,13.0,45.0,26.7,15.3
2599,21055,KY,16.2,42.0,28.8,13.1
2600,21069,KY,20.4,40.3,26.5,12.9
2601,21143,KY,12.2,41.1,29.8,16.9
2602,21155,KY,18.5,45.3,23.5,12.6
2603,21157,KY,11.3,38.2,31.2,19.2
2604,21205,KY,15.8,33.4,25.7,25.1
2605,21229,KY,16.0,42.4,22.8,18.8
2606,21231,KY,25.4,38.7,23.6,12.3
2607,22065,LA,26.1,36.9,24.1,12.8
2608,26071,MI,8.9,41.9,30.7,18.5
2609,26101,MI,10.1,35.6,34.0,20.3
2610,26141,MI,10.4,38.2,33.5,17.9
2611,26153,MI,9.4,44.1,30.9,15.6
2612,27023,MN,10.6,34.1,36.3,19.0
2613,27033,MN,10.6,36.0,33.4,20.0
2614,27057,MN,7.0,31.2,34.4,27.4
2615,27063,MN,7.3,32.7,37.4,22.6
2616,27127,MN,9.1,37.4,34.4,19.1
2617,27151,MN,9.4,32.7,38.3,19.6
2618,27159,MN,9.4,37.1,39.7,13.8
2619,27173,MN,8.7,35.4,38.6,17.2
2620,28017,MS,24.6,38.4,24.6,12.4
2621,28025,MS,18.3,34.3,27.0,20.4
2622,28095,MS,19.0,36.0,28.3,16.7
2623,28097,MS,22.1,33.3,25.3,19.3
2624,28099,MS,19.7,35.6,33.0,11.6
2625,28101,MS,14.8,30.9,37.9,16.4
2626,28103,MS,29.1,29.6,25.7,15.6
2627,28117,MS,19.9,34.5,33.3,12.4
2628,28135,MS,30.5,28.8,30.5,10.3
2629,28153,MS,20.7,38.4,25.6,15.3
2630,28159,MS,18.3,35.7,31.2,14.7
2631,28161,MS,16.7,40.2,29.3,13.8
2632,29029,MO,9.6,37.9,31.4,21.1
2633,29065,MO,16.8,41.4,26.5,15.3
2634,29121,MO,11.8,45.1,26.8,16.3
2635,29137,MO,10.7,48.4,28.5,12.4
2636,29143,MO,21.3,46.7,20.0,12.1
2637,29155,MO,22.2,43.3,21.7,12.7
2638,29215,MO,16.4,38.6,31.5,13.5
2639,30023,MT,8.9,38.1,32.5,20.4
2640,30053,MT,10.4,37.3,32.7,19.6
2641,30067,MT,5.5,29.9,33.1,31.5
2642,30083,MT,7.7,35.2,38.2,18.9
2643,30085,MT,12.5,31.6,38.6,17.4
2644,31037,NE,30.7,28.9,24.9,15.4
2645,31039,NE,11.6,35.1,29.5,23.8
2646,31041,NE,6.6,30.0,39.4,24.0
2647,31095,NE,8.9,37.3,36.0,17.8
2648,31101,NE,8.5,31.7,39.3,20.5
2649,31137,NE,6.7,29.9,39.9,23.5
2650,32015,NV,11.7,38.0,37.9,12.4
2651,35019,NM,17.3,47.5,27.6,7.6
2652,35023,NM,17.7,35.1,32.5,14.6
2653,35027,NM,10.5,29.9,33.9,25.8
2654,36003,NY,9.2,36.7,33.3,20.9
2655,37113,NC,10.7,31.0,34.4,23.8
2656,37187,NC,16.3,37.4,34.8,11.5
2657,38069,ND,6.7,35.2,37.2,21.0
2658,39075,OH,43.1,32.9,14.4,9.7
2659,39131,OH,19.8,40.2,27.4,12.6
2660,39175,OH,8.1,45.7,29.0,17.2
2661,40005,OK,16.8,40.3,28.0,15.0
2662,40023,OK,17.8,38.3,30.5,13.4
2663,40055,OK,16.1,36.5,35.1,12.3
2664,40063,OK,17.8,40.3,28.9,12.9
2665,40069,OK,14.0,34.9,31.0,20.1
2666,40077,OK,12.2,36.8,33.8,17.2
2667,40085,OK,17.6,41.6,27.3,13.5
2668,40093,OK,11.4,38.6,30.0,20.0
2669,40099,OK,15.8,38.0,28.8,17.4
2670,40133,OK,15.7,34.0,36.0,14.3
2671,40149,OK,9.9,41.5,27.8,20.8
2672,40151,OK,10.2,29.9,29.6,30.3
2673,42047,PA,7.7,48.0,24.7,19.6
2674,42053,PA,17.0,57.4,17.5,8.1
2675,42065,PA,10.7,51.1,22.3,15.9
2676,42105,PA,12.0,47.0,25.6,15.4
2677,45009,SC,19.7,32.5,29.0,18.8
2678,46051,SD,9.3,38.2,30.6,21.9
2679,47005,TN,17.6,46.4,23.7,12.3
2680,47095,TN,27.1,43.2,20.4,9.4
2681,47185,TN,16.8,45.7,25.2,12.3
2682,48017,TX,23.1,35.1,24.6,17.2
2683,48047,TX,31.2,24.7,28.4,15.7
2684,48093,TX,15.5,34.9,29.3,20.3
2685,48131,TX,31.4,30.7,28.9,9.0
2686,48159,TX,8.7,27.9,36.8,26.6
2687,48161,TX,17.4,33.2,34.2,15.3
2688,48165,TX,38.2,29.8,20.5,11.4
2689,48195,TX,32.2,26.7,26.0,15.1
2690,48197,TX,21.1,32.7,32.5,13.7
2691,48225,TX,18.8,36.2,29.8,15.2
2692,48267,TX,14.9,32.9,29.7,22.5
2693,48307,TX,23.2,27.6,31.9,17.3
2694,48335,TX,21.3,40.3,27.1,11.3
2695,48369,TX,29.2,31.1,21.8,17.9
2696,48411,TX,25.2,34.9,25.8,14.1
2697,48419,TX,23.6,35.0,27.6,13.8
2698,48501,TX,36.5,26.2,24.6,12.7
2699,48507,TX,33.1,32.7,23.3,10.9
2700,49001,UT,11.1,32.6,35.3,21.1
2701,49013,UT,11.2,36.7,37.4,14.7
2702,49037,UT,15.1,32.2,34.4,18.3
2703,50005,VT,8.7,35.3,27.0,29.0
2704,50025,VT,7.6,29.5,24.8,38.1
2705,51035,VA,19.2,36.0,29.8,15.0
2706,51117,VA,18.1,31.8,30.0,20.2
2707,51167,VA,19.7,38.0,30.1,12.2
2708,51640,VA,24.3,30.4,30.5,14.8
2709,53049,WA,11.7,29.9,39.4,18.9
2710,54041,WV,11.6,51.0,22.9,14.5
2711,54059,WV,24.5,42.6,23.0,9.9
2712,54095,WV,10.8,50.5,24.6,14.1
2713,54097,WV,14.6,49.0,19.5,16.9
2714,55023,WI,8.7,39.7,33.2,18.4
2715,55057,WI,11.6,41.5,33.2,13.7
2716,55085,WI,6.9,32.0,34.0,27.2
2717,56007,WY,9.0,38.2,32.3,20.6
2718,56015,WY,7.9,28.2,38.1,25.9
2719,56017,WY,5.3,29.5,41.4,23.7
2720,56019,WY,4.0,26.8,37.4,31.7
2721,56023,WY,7.2,31.8,37.3,23.7
2722,56045,WY,6.3,37.4,36.2,20.0
2723,1023,AL,18.6,37.7,31.8,11.9
2724,1027,AL,23.3,37.8,28.3,10.6
2725,1131,AL,23.5,39.5,24.5,12.5
2726,2105,AK,6.3,38.5,33.9,21.3
2727,2198,AK,9.2,37.9,34.6,18.3
2728,5065,AR,16.2,38.0,32.7,13.1
2729,5089,AR,13.5,37.5,31.9,17.1
2730,5109,AR,12.6,38.1,32.0,17.3
2731,5129,AR,18.2,40.2,29.7,11.9
2732,5147,AR,18.3,43.8,23.9,14.0
2733,8007,CO,7.7,21.0,34.2,37.2
2734,8049,CO,5.4,26.8,29.8,38.0
2735,8057,CO,12.6,28.1,39.2,20.0
2736,8091,CO,2.2,15.9,34.1,47.8
2737,8095,CO,11.5,33.1,31.6,23.8
2738,8103,CO,8.1,31.5,37.6,22.7
2739,8111,CO,6.2,25.8,32.4,35.7
2740,8115,CO,13.0,29.1,38.4,19.5
2741,8121,CO,8.1,34.5,42.0,15.4
2742,13003,GA,32.8,34.7,20.3,12.2
2743,13241,GA,15.2,33.1,27.5,24.2
2744,17009,IL,17.0,37.5,31.4,14.1
2745,19025,IA,6.2,38.0,37.1,18.7
2746,19151,IA,7.8,39.4,37.8,15.0
2747,19161,IA,7.2,36.9,35.9,20.0
2748,19173,IA,9.8,38.5,37.2,14.5
2749,19177,IA,10.8,38.9,35.8,14.4
2750,20017,KS,8.2,29.1,37.3,25.5
2751,20025,KS,5.2,27.2,41.5,26.1
2752,20047,KS,14.6,28.2,39.1,18.1
2753,20069,KS,22.6,22.5,34.6,20.2
2754,20075,KS,19.2,39.9,22.2,18.7
2755,20081,KS,27.6,19.3,36.0,17.1
2756,20083,KS,8.9,20.8,39.5,30.8
2757,20097,KS,11.8,27.1,33.0,28.1
2758,20105,KS,6.7,31.1,39.4,22.8
2759,20119,KS,19.3,26.4,34.0,20.3
2760,20163,KS,11.3,30.4,35.2,23.1
2761,20165,KS,7.9,29.8,38.6,23.7
2762,20185,KS,9.3,29.3,36.1,25.2
2763,20195,KS,6.8,31.1,37.3,24.8
2764,20205,KS,11.5,33.9,38.1,16.5
2765,21039,KY,16.7,40.4,28.0,14.9
2766,21045,KY,24.0,40.6,22.7,12.8
2767,21051,KY,35.3,35.3,19.5,9.8
2768,21057,KY,18.2,43.0,25.4,13.3
2769,21095,KY,27.2,34.6,27.4,10.8
2770,21105,KY,19.9,41.7,22.6,15.8
2771,21109,KY,25.4,42.7,18.1,13.8
2772,21131,KY,28.7,41.9,20.8,8.7
2773,21133,KY,24.3,37.0,26.5,12.1
2774,21147,KY,23.4,40.9,28.4,7.2
2775,21207,KY,21.5,38.0,25.9,14.7
2776,22025,LA,25.7,39.4,21.1,13.8
2777,22107,LA,22.5,46.1,20.0,11.4
2778,22123,LA,21.2,45.7,21.4,11.7
2779,26001,MI,10.7,39.3,33.1,16.9
2780,26003,MI,10.1,45.2,27.3,17.4
2781,26009,MI,8.3,31.5,31.3,28.8
2782,26013,MI,10.8,40.6,32.8,15.8
2783,26085,MI,17.6,40.6,30.0,11.9
2784,26095,MI,11.6,36.8,33.2,18.4
2785,26097,MI,9.3,34.0,33.4,23.3
2786,26119,MI,13.1,42.9,30.3,13.7
2787,26131,MI,7.5,43.4,32.6,16.5
2788,26133,MI,11.3,43.8,30.7,14.2
2789,27051,MN,7.1,33.3,40.8,18.8
2790,27081,MN,8.1,38.3,34.3,19.3
2791,27101,MN,9.8,36.3,33.2,20.7
2792,28013,MS,22.5,37.3,28.5,11.8
2793,28019,MS,19.5,35.9,25.5,19.1
2794,28037,MS,15.4,35.4,37.2,12.0
2795,28147,MS,18.3,43.8,23.5,14.4
2796,28155,MS,15.1,36.6,29.7,18.5
2797,29005,MO,8.5,39.0,29.5,23.1
2798,29015,MO,15.5,40.3,31.2,13.0
2799,29035,MO,15.2,43.2,26.2,15.5
2800,29041,MO,9.3,49.4,24.1,17.2
2801,29093,MO,18.5,41.4,29.2,10.8
2802,29103,MO,13.1,43.2,26.5,17.2
2803,29149,MO,16.9,43.0,25.5,14.6
